Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1.0901940236181409,-0.16150971106332537,1.0494548838312445,-1.0766539932286834,-0.8999145224423435,1.064209333982036,5,-0.6587097500594324,0,-0.9084364658301766,1.7952820850459525,1.7621889573533582,1.0713240867047595,-0.6479968271994002,-1.5599335292611092,2.026752327274747,0.9312891818499833,1.3307629261300484,0,-0.33712854383170676,3,0.24021828341039647,2.61310031407703,2.2614821417371727,-0.6053893510945483,0.33762109125915835,-0.6657058719069946,-0.6253648713435828,-0.36802435883251516,-0.6164064977950603,0
-1.634827596376192,-0.16150971106332537,-0.5234492887626604,0.6917050794485957,-0.8999145224423435,-1.8553322914367996,2,0.2602020720875338,1,1.6941112470887076,0.37356374698936007,-0.9862649071659377,-0.22529045116638688,1.1535262668585071,0.9651619014492342,-0.8644084008911711,0.6827417851030926,-1.0837043422612147,0,-0.33712854383170676,3,0.24021828341039647,0.2474298218872014,-1.0726746626292767,-0.6053893510945483,0.33762109125915835,-0.8300707901019612,-0.9056351033176886,-0.05688370751185537,-0.8970468545147626,0
0.9811931588183676,-0.16150971106332537,-0.9920800089649648,-1.0766539932286834,-0.7776101796257255,-1.8553322914367996,3,-1.5776215722063986,1,-0.6629130966868856,0.37356374698936007,1.7621889573533582,1.0713240867047595,0.25276471982955345,0.9651619014492342,2.3477057786207,0.16770484601314473,0.12352929193441692,0,-0.8809737668030194,3,1.1604029781681362,0.2474298218872014,1.4920613407295304,0.1909617416204281,0.33762109125915835,0.8135783918477043,1.3365267524751574,0.5653975951294642,1.3480759992428557,0
-1.307825001976872,-0.16150971106332537,-0.45365322405167885,-1.0766539932286834,0.44543324854045496,-1.8553322914367996,4,-0.6587097500594324,1,-1.252169182630784,0.37356374698936007,-0.9862649071659377,1.5035289326618084,0.25276471982955345,0.9651619014492342,-0.9562015179204555,1.667056237692766,-0.6812931308626707,0,-1.1528963782886759,3,0.24021828341039647,-0.9354054242077128,-0.5597274619575152,-1.4017404438095247,0.33762109125915835,-0.008246199127128446,-0.06482440739537135,-0.679165010153175,0.5061549290837488,0
0.6541905644190477,1.7006022517844253,0.4910863661433924,0.6917050794485957,-0.04378412272601721,2.0373898757883144,4,1.1791138942345,1,0.31918037988627823,0.37356374698936007,-0.0701136189928391,-0.22529045116638688,0.25276471982955345,-1.5599335292611092,-0.18595622912437518,0.7283621242933445,0.12352929193441692,1,-0.6090511553173631,3,-0.6799664113473433,0.2474298218872014,-0.1750170614536942,0.1909617416204281,0.33762109125915835,0.1561187190678381,0.7759862885269458,0.5653975951294642,0.7867952858034511,0
-0.9808224075775521,-0.16150971106332537,0.8799501552474323,0.6917050794485957,-0.8999145224423435,1.064209333982036,4,-1.5776215722063986,1,0.9084364658301766,-2.469872929123825,-0.9862649071659377,-0.6574952971234357,1.1535262668585071,0.9651619014492342,-0.6621195879530991,1.4390936281414766,0.9283517147315046,1,-0.6090511553173631,3,1.1604029781681362,-0.9354054242077128,-0.816201062293396,0.9873128343354044,-1.0555101484628426,-0.6657058719069946,-0.6253648713435828,-0.05688370751185537,-0.6164064977950603,1
1.5261974828172342,-0.16150971106332537,0.07230997787750328,0.6917050794485957,-1.0222188652589617,0.09102879217575739,5,0.2602020720875338,1,1.497692551774075,0.37356374698936007,-0.9862649071659377,-0.6574952971234357,1.1535262668585071,0.9651619014492342,-0.8214139666854172,1.2296295097862346,-0.6812931308626707,0,-1.1528963782886759,3,-0.6799664113473433,-0.9354054242077128,-1.3291482629651574,-2.198091536524501,-1.0555101484628426,-0.9944357082969277,-1.1859053352917943,-0.679165010153175,-1.177687211234465,0
0.6541905644190477,1.7006022517844253,0.6929964104858747,0.6917050794485957,2.1576940479731075,0.09102879217575739,5,0.2602020720875338,0,0.8593317920015183,0.37356374698936007,0.8460376691802596,0.20691439479066195,-1.5487583742283537,0.9651619014492342,0.9192157021345277,-0.3971250242661634,2.135585348927136,0,-1.1528963782886759,3,0.24021828341039647,0.2474298218872014,0.8508773398898287,-1.4017404438095247,0.33762109125915835,0.1561187190678381,0.7759862885269458,-0.679165010153175,-0.8970468545147626,0
0.32718797001972766,-0.16150971106332537,-1.7099823888493462,-1.0766539932286834,0.567737591357073,-0.8821517496305211,5,1.1791138942345,0,0.9084364658301766,0.37356374698936007,-0.0701136189928391,-1.0897001430804845,-1.5487583742283537,0.9651619014492342,-0.40952728699429525,-0.4350956114580499,-0.6812931308626707,0,-0.06520593234605039,3,0.24021828341039647,0.2474298218872014,-0.816201062293396,-0.6053893510945483,0.33762109125915835,-0.33697603551706157,-0.06482440739537135,-0.36802435883251516,-0.6164064977950603,0
-1.0898232723773253,-0.16150971106332537,-1.4931160449259393,-1.0766539932286834,0.07852022009060083,0.09102879217575739,3,1.1791138942345,0,1.5959018994313912,-1.0481545910672325,-0.0701136189928391,-1.0897001430804845,1.1535262668585071,0.9651619014492342,-0.16660873373178595,-1.0139732081343564,-0.6812931308626707,1,-1.1528963782886759,3,1.1604029781681362,-0.9354054242077128,-0.6879642621254556,0.1909617416204281,0.33762109125915835,-0.172611117322095,-0.6253648713435828,0.5653975951294642,-0.05512578435565574,0
