Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,EducationField_2,EducationField_3,EducationField_4,EducationField_5,EducationField_Human Resources
1.0901940236181409,-0.1615097110633253,1.0494548838312443,-1.0766539932286834,-0.8999145224423435,1.064209333982036,-0.6587097500594324,0,-0.9084364658301766,1.7952820850459523,1.7621889573533582,1.0713240867047595,-0.6479968271994002,-1.5599335292611092,2.026752327274747,0.9312891818499832,1.3307629261300484,0,-0.3371285438317067,3,0.2402182834103964,2.61310031407703,2.2614821417371727,-0.6053893510945483,0.3376210912591583,-0.6657058719069946,-0.6253648713435828,-0.3680243588325151,-0.6164064977950603,0,False,False,False,True,False
-1.634827596376192,-0.1615097110633253,-0.5234492887626604,0.6917050794485957,-0.8999145224423435,-1.8553322914367996,0.2602020720875338,1,1.6941112470887076,0.37356374698936,-0.9862649071659376,-0.2252904511663868,1.1535262668585071,0.9651619014492342,-0.8644084008911711,0.6827417851030926,-1.0837043422612147,0,-0.3371285438317067,3,0.2402182834103964,0.2474298218872014,-1.072674662629277,-0.6053893510945483,0.3376210912591583,-0.8300707901019612,-0.9056351033176886,-0.0568837075118553,-0.8970468545147626,0,True,False,False,False,False
0.9811931588183676,-0.1615097110633253,-0.9920800089649648,-1.0766539932286834,-0.7776101796257255,-1.8553322914367996,-1.5776215722063986,1,-0.6629130966868856,0.37356374698936,1.7621889573533582,1.0713240867047595,0.2527647198295534,0.9651619014492342,2.3477057786207,0.1677048460131447,0.1235292919344169,0,-0.8809737668030194,3,1.1604029781681362,0.2474298218872014,1.4920613407295304,0.1909617416204281,0.3376210912591583,0.8135783918477043,1.3365267524751574,0.5653975951294642,1.3480759992428557,0,False,True,False,False,False
-1.307825001976872,-0.1615097110633253,-0.4536532240516788,-1.0766539932286834,0.4454332485404549,-1.8553322914367996,-0.6587097500594324,1,-1.252169182630784,0.37356374698936,-0.9862649071659376,1.5035289326618084,0.2527647198295534,0.9651619014492342,-0.9562015179204556,1.667056237692766,-0.6812931308626707,0,-1.152896378288676,3,0.2402182834103964,-0.9354054242077128,-0.5597274619575152,-1.401740443809525,0.3376210912591583,-0.0082461991271284,-0.0648244073953713,-0.679165010153175,0.5061549290837488,0,False,False,True,False,False
0.6541905644190477,1.7006022517844253,0.4910863661433924,0.6917050794485957,-0.0437841227260172,2.0373898757883144,1.1791138942345,1,0.3191803798862782,0.37356374698936,-0.0701136189928391,-0.2252904511663868,0.2527647198295534,-1.5599335292611092,-0.1859562291243751,0.7283621242933445,0.1235292919344169,1,-0.6090511553173631,3,-0.6799664113473433,0.2474298218872014,-0.1750170614536942,0.1909617416204281,0.3376210912591583,0.1561187190678381,0.7759862885269458,0.5653975951294642,0.7867952858034511,0,False,False,True,False,False
-0.980822407577552,-0.1615097110633253,0.8799501552474323,0.6917050794485957,-0.8999145224423435,1.064209333982036,-1.5776215722063986,1,0.9084364658301766,-2.469872929123825,-0.9862649071659376,-0.6574952971234357,1.1535262668585071,0.9651619014492342,-0.6621195879530991,1.4390936281414766,0.9283517147315046,1,-0.6090511553173631,3,1.1604029781681362,-0.9354054242077128,-0.816201062293396,0.9873128343354044,-1.0555101484628426,-0.6657058719069946,-0.6253648713435828,-0.0568837075118553,-0.6164064977950603,1,False,False,True,False,False
1.5261974828172342,-0.1615097110633253,0.0723099778775032,0.6917050794485957,-1.0222188652589617,0.0910287921757573,0.2602020720875338,1,1.497692551774075,0.37356374698936,-0.9862649071659376,-0.6574952971234357,1.1535262668585071,0.9651619014492342,-0.8214139666854172,1.2296295097862346,-0.6812931308626707,0,-1.152896378288676,3,-0.6799664113473433,-0.9354054242077128,-1.3291482629651574,-2.198091536524501,-1.0555101484628426,-0.9944357082969276,-1.1859053352917943,-0.679165010153175,-1.177687211234465,0,False,False,False,True,False
0.6541905644190477,1.7006022517844253,0.6929964104858747,0.6917050794485957,2.1576940479731075,0.0910287921757573,0.2602020720875338,0,0.8593317920015183,0.37356374698936,0.8460376691802596,0.2069143947906619,-1.5487583742283535,0.9651619014492342,0.9192157021345276,-0.3971250242661634,2.135585348927136,0,-1.152896378288676,3,0.2402182834103964,0.2474298218872014,0.8508773398898287,-1.401740443809525,0.3376210912591583,0.1561187190678381,0.7759862885269458,-0.679165010153175,-0.8970468545147626,0,False,False,False,True,False
0.3271879700197276,-0.1615097110633253,-1.7099823888493462,-1.0766539932286834,0.567737591357073,-0.8821517496305211,1.1791138942345,0,0.9084364658301766,0.37356374698936,-0.0701136189928391,-1.0897001430804845,-1.5487583742283535,0.9651619014492342,-0.4095272869942952,-0.4350956114580499,-0.6812931308626707,0,-0.0652059323460503,3,0.2402182834103964,0.2474298218872014,-0.816201062293396,-0.6053893510945483,0.3376210912591583,-0.3369760355170615,-0.0648244073953713,-0.3680243588325151,-0.6164064977950603,0,False,False,False,True,False
-1.0898232723773251,-0.1615097110633253,-1.4931160449259393,-1.0766539932286834,0.0785202200906008,0.0910287921757573,1.1791138942345,0,1.5959018994313912,-1.0481545910672323,-0.0701136189928391,-1.0897001430804845,1.1535262668585071,0.9651619014492342,-0.1666087337317859,-1.0139732081343564,-0.6812931308626707,1,-1.152896378288676,3,1.1604029781681362,-0.9354054242077128,-0.6879642621254556,0.1909617416204281,0.3376210912591583,-0.172611117322095,-0.6253648713435828,0.5653975951294642,-0.0551257843556557,0,False,True,False,False,False
